,IDN,ISBN,year,author,language,original language,title,uniform title,publisher,country
1444,9958512651803338,9788652127061,2017,"Musil, Robert",srp,ger,Čovek bez osobina,fail,Beograd,XA-RS
1445,9958952306503338,9786082297231,2014-2015,"Musil, Robert",mac,ger,Čovek bez svojstva,<<Der>> Mann ohne Eigenschaften,Skopje,XA-MK
1446,9958963002803338,9789533400938,2020,"Knapp, Radek",hrv,ger,Čovjek koji je doručkovao zrak,"<<Der>> Mann, der Luft zum Frühstück aß",Zagreb,XA-HR
1447,9958559149503338,9789612823283,[2018],"Ransmayr, Christoph",slv,ger,Cox ali Tok časa,Cox,Ljubljana,XA-SI
1448,9958807669503338,9788283830576,[2020],"Ransmayr, Christoph",nor,ger,Cox eller Tidens gang,Cox,Stavanger,XA-NO
1449,9958503477603338,9789533400549,2017,"Ransmayr, Christoph",hrv,ger,Cox ili Protok vremena,Cox,Zagreb,XA-HR
1450,9958564351703338,9788433980335,abril 2019,"Ransmayr, Christoph",spa,ger,Cox o El paso del tiempo,Cox,Barcelona,XA-ES
1451,9958510675403338,9788807032974,maggio 2018,"Ransmayr, Christoph",ita,ger,Cox o Il corso del tempo,Cox,Milano,XA-IT
1455,990057712620603338,9789044632941,2017,"Ransmayr, Christoph",dut,ger,Cox of Het verglijden van de tijd,Cox,Amsterdam,XA-NL
1456,9958575280403338,9782253237952,mai 2019,"Ransmayr, Christoph",fre,ger,Cox ou La course du temps,Cox,Paris,XA-FR
1457,9958547076503338,9786067793093,[2018],"Ransmayr, Christoph",rum,ger,Cox sau Mersul timpului,Cox,Burcureşti,XA-RO
1458,9958549577603338,9789634680796,2018,"Ransmayr, Christoph",hun,ger,Cox vagy Az idő múlása,Cox,Budapest,XA-HU
1459,9958799867303338,9780857427366,2020,"Ransmayr, Christoph",eng,ger,"Cox, or, The course of time","Cox , oder der Lauf der Zeit",London,XA-GB
1460,9958827964203338,9783747202227,2021,"McClanahan, Scott",ger,eng,Crap,Crapalachia,Cadolzburg,XA-DE
1464,9959017406203338,9788437640716,2020,"Roth, Joseph",spa,ger,<<La>> cripta de los capuchinos,<<Die>> Kapuzinergruft,Madrid,XA-ES
1465,9959017406303338,9788491819523,[2020],"Roth, Joseph",spa,ger,<<La>> cripta de los capuchinos,<<Die>> Kapuzinergruft,Madrid,XA-ES
1466,9958508480203338,9788495359742,abril de 2018,"Roth, Joseph",spa,ger,<<La>> cripta de los capuchinos,<<Die>> Kapuzinergruft,Barcelona,XA-ES
1468,990049417550603338,9788488839909,setembre de 2015,"Roth, Joseph",cat,ger,<<La>> cripta dels caputxins,<<Die>> Kapuzinergruft,Barcelona,XA-ES
1469,990050051290603338,9791091896542,2016,"Stifter, Adalbert",fre,ger,Cristal de roche,Bergkristall,Paris,XA-FR
1470,990050283020603338,9788494289781,desembre de 2015,"Celan, Paul",cat,ger,Cristall d'alè,Atemkristall,[Barcelona],XA-ES
1471,990039175200603338,9789537355753,2011,"Celan, Paul",hrv,ger,Crna mostarina,fail,[Zagreb],XA-HR
1473,9958513176203338,9786075152073,2015,"Hüttinger, Christine",spa,ger,Cronología de los sentimentos,Chronologie der Gefühle,México,XD-MX
1474,9958820973703338,9781250750648,April 2020,"Handke, Peter",eng,ger,Crossing the Sierra de Gredos,<<Der>> Bildverlust,New York,XD-US
1475,990047052740603338,9782930440811,2014,"Mayröcker, Friederike",fre,ger,Cruellement là,Ich sitze nur GRAUSAM da,St-Quentin de-Caplong,XA-FR
1477,990037047520603338,9782757817957,2010,"Roth, Joseph",fre,ger,<<La>> crypte des Capucins,<<Die>> Kapuzinergruft,[Paris],XA-FR
1479,990050353720603338,9789632445656,2015,"Luhn, Usch",hun,ger,Csajbanda a Csillag-tanyán,Hier kommt die Sternhof-Bande!,Budapest,XA-HU
1480,9958815569803338,9789634034087,2019,"Moser, Erwin",hun,ger,Csodálatos jóéjtmesék,Wunderbare Gutenachtgeschichten,Budapest,XA-HU
1481,990044357270603338,8426349021,2011,fail,spa,ger,Cuando Ana tiene miedo,fail,Zaragoza,XA-ES
1482,990038077060603338,9788498791488,2010,"Rilke, Rainer Maria",spa,ger,Cuarenta y nueve poemas,fail,Madrid,XA-ES
1483,9958520978803338,9786176141907,2018,"Moser, Erwin",ukr,ger,Čudovi istoriï na dobranič,Man kann jetzt herrlich träumen,Černivci,XA-UA
1485,990043231120603338,9788477026723,2010,"Kafka, Franz",spa,ger,Cuentos completos,fail,Madrid,XA-ES
1486,9959033907603338,9788483933251,febrero de 2023,"Zweig, Stefan",spa,ger,Cuentos completos,fail,Madrid,XA-ES
1487,9958873138503338,9789876284837,noviembre de 2020,"Kafka, Franz",spa,ger,Cuentos selectos,fail,Buenos Aires,XD-AR
1488,990057712870603338,9788467589405,septiembre de 2016,"Nöstlinger, Christine",spa,ger,<<El>> cumpleaños de Mini,Mini feiert Geburtstag,Boadilla del Monte (Madrid),XA-ES
1489,9958587579203338,fail,2010,"Glattauer, Daniel",vie,ger,Cưỡng cơn gió bấc,Gut gegen Nordwind,Hà Nội,XB-VN
1491,9958580979503338,9786063337444,2019,"Janisch, Heinz",rum,ger,Curajos ca un LEU poate fi oricine!,Jeder kann ein Löwe sein!,Bucureşti,XA-RO
1492,990050063260603338,9786054603701,Mart 2014,"Nöstlinger, Christine",tur,ger,Curcuna Evi,Villa Henriette,İstanbul,XB-TR
1493,9958893045403338,9788685339516,[2019],"Steiner, Rudolf",srp,ger,Čuvar praga,fail,Beograd,XA-RS
1494,9959070806503338,9786197423334,2022,"Kaffka, Margit",bul,hun,Cvetove i godini,Színek és évek,Sofija,XA-BG
1498,990045599130603338,9788377852033,2013,"Werfel, Franz",pol,ger,Czterdzieści dni Musa Dah,<<Die>> vierzig Tage des Musa Dagh,Warszawa,XA-PL
1499,9958602672703338,9788364884504,2018,"Erdheim, Claudia",pol,ger,Czyś ty oszalała?,Bist du wahnsinnig geworden?,Siedlce,XA-PL
1500,990050284090603338,9788949110004,2016 nyeon 5 wol 23 il,"Jandl, Ernst",kor,ger,Da eum en neo ya,Fünfter sein,Seo ul si,XB-KR
1503,990047367240603338,9787544256971,2012,"Brezina, Thomas",chi,ger,Da ming xing de hu shen fu,<<Das>> Amulett des Superstars,Hai kou,XB-CN
1506,9958807266403338,9786197362794,2021,"Glattauer, Daniel",bul,ger,Da si običaš parite,<<Die>> Liebe Geld,Sofija,XA-BG
1507,9958585079403338,9786197362534,2019,"Winkler, Josef",bul,ger,"Da si vărvim u doma, Tate, ili da zapiša smărtta v sărceto si","Laß dich heimgeigen, Vater, oder Den Tod ins Herz mir schreibe",Sofija,fail
1508,9958601175403338,9788025345399,2020,"Brezina, Thomas",cze,ger,Ďábelský parník,fail,Praha,XA-CZ
1509,990042370800603338,9788025313190,2011,"Brezina, Thomas",cze,ger,Ďáblova hora,<<Der>> Kämpfer im ewigen Eis,Praha,XA-CZ
1514,9958601273503338,9789028427624,oktober 2018,"Hochgatterer, Paulus",dut,ger,<<De>> dag dat mijn grootvader een held was,"<<Der>> Tag, an dem mein Großvater ein Held war",Amsterdam,XA-NL
1515,990038392600603338,9789041415943,2011,"Menasse, Eva",dut,ger,Dagelijkse zonden,Lässliche Todsünden,Amsterdam,XA-NL
1516,9958820974003338,9789078627791,[2019],"Bernhard, Thomas",dut,ger,<<De>> dagschotelaars,<<Die>> Billigesser,[Bleiswijk],XA-NL
1518,9958580978203338,9789525850802,[2018],"Gruber, Sabine",fin,ger,Daldossi - silmänräpäyksellinen elämä,Daldossi,[Helsinki],XA-FI
1521,9958585080303338,9786197362480,2019,"Weger, Michael",bul,ger,Dălgoto čakane,Adiós Muchachos,Sofija,XA-BG
1522,9959035799003338,9788418185533,[2023],"Aichner, Bernhard",spa,ger,<<La>> dama de los muertos,Totenfrau,Madrid,XA-ES
1523,990049511690603338,9788416363278,[2016],"Aichner, Bernhard",spa,ger,<<La>> dama de los muertos,Totenfrau,Madrid,XA-ES
1524,9958513735603338,9783746634494,2018,"Trierweiler, Valérie",ger,fre,<<Die>> Dame in Gold,<<Le>> Secrèt d´Adèle,Berlin,XA-DE
1526,990017996220603338,9782714310170,2010,"Ransmayr, Christoph",fre,ger,Dames & messieurs sous les mers,Damen & Herren unter Wasser,[Paris],XA-FR
1528,9958964600703338,9789533401386,[2022],"Hochgatterer, Paulus",hrv,ger,Dan kad je moj djed bio heroj,"<<Der>> Tag, an dem mein Großvater ein Held war",Zagreb,XA-HR
1530,9958687362503338,9789939764634,[2020],"Handke, Peter",arm,ger,Dandaġ keradarc toln,Langsame Heimkehr,Erewan,XB-AM
1531,990049336300603338,9789939518381,[2015],"Handke, Peter",arm,ger,Dandaġ veradarj town,Dandaġ veradarj town,Erevan,XB-AM
1535,9958535174103338,9782228922043,[2018],"Zweig, Stefan",fre,ger,Dans la neige,fail,Paris,XA-FR
1539,9958534076403338,9788075114198,2018,"Struhar, Stanislav",cze,ger,Dar naděje,<<Die>> Gabe der Hoffnung,Praha,XA-CZ
1543,9958552576403338,9780735843851,[2019],"Hau, Kerstin",eng,ger,<<The>> dark and the light,<<Das>> Dunkle und das Helle,New York,XA-DE
1545,9958558935303338,9788327716408,[2019],"Poznanski, Ursula",pol,ger,Darknet,Anonym,Kraków,XA-PL
1546,9958687362603338,9789939764641,[2020],"Handke, Peter",arm,ger,Darpasapahi vaxę tasnmemetranoc'i żamanak,<<Die>> Angst des Tormanns beim Elfmeter,Erewan,XB-AM
1549,990043314580603338,9789928117120,2013,"Loidolt, Gabriel",alb,ger,Dashnorja irlandeze,<<Die>> irische Geliebte,[Lushnjë],XA-AL
1553,990049819630603338,9786059851794,2016,"Kafka, Franz",tur,ger,Dava,<<Der>> Prozess,"Beyoğlu, İstanbul",XB-TR
1554,990045174350603338,9789755109251,2013,"Kafka, Franz",tur,ger,Dava,<<Der>> Prozess,"Galatasaray, İstanbul",XB-TR
1555,9958940788203338,9786053145202,2021,"Canetti, Elias",tur,ger,Davalar,Prozesse,İstanbul,XB-TR
1560,9958520978603338,9780735842786,[2018],"Weninger, Brigitte",eng,ger,Davy's summer vacation!,"Schöne Ferien, Pauli",Zürich,XA-CH
1561,990049603400603338,9788380693395,2016,"Bernhard, Thomas",pol,ger,Dawni mistrzowie,Alte Meister,Warszawa,XA-PL
1562,9958799774703338,9780857059499,2020,"Hochgatterer, Paulus",eng,ger,<<The>> day my grandfather was a hero,"<<Der>> Tag, an dem mein Großvater ein Held war",London,XA-GB
1567,9958848843903338,9789059369399,[2020],"Zweig, Arnold",dut,ger,De Vriendt keert terug,De Vriendt kehrt heim,Amsterdam,XA-NL
1570,9959035798503338,9788439738428,marzo de 2023,"Kehlmann, Daniel",spa,ger,Deberías haberte ido,Du hättest gehen sollen,Barcelona,XA-ES
1574,990047997200603338,9788535923056,2013,"Trojanow, Ilija",por,ger,Degelo,EisTau,São Paulo,XD-BR
1575,9958957208703338,9786057207500,2022,"Cotten, Ann",tur,ger,Değişen Panorama,fail,Istanbul,XB-TR
1581,9959070809503338,9786192620332,2023,"Hochgerner, Isa",bul,ger,Dekembrijski rozi,Dezemberrosen,Sofija,XA-AT
1583,9958816575303338,9788845934896,2020,"Rilke, Rainer Maria",ita,ger,Del Paesaggio e altri scritto,fail,Milano,XA-IT
1585,9958797480203338,9789997314116,[2019],"Kehlmann, Daniel",mon,ger,Dėlhijg hėmžsėn nʹ,<<Die>> Vermessung der Welt,Ulaanbaatar,XB-MN
1586,990038044470603338,9789612414757,2010,"Glavinic, Thomas",slv,ger,Delo noči,<<Die>> Arbeit der Nacht,Ljubljana,XA-SI
1587,9958932411603338,9788894985269,[2022],"Herzl, Theodor",ita,ger,<<I>> delusi,fail,Cosenza,XA-IT
1589,990045920400603338,9788080897147,2013,"Brezina, Thomas",slo,ger,Démon ticha,<<Der>> Geist aus dem Dschungel,Bratislava,XA-SK
1590,990049663230603338,9785389028180,2011,"Sacher-Masoch, Leopold <<von>>",rus,ger,Demoničeskie ženščiny,fail,Sankt-Peterburg,XA-RU
1598,9958987004503338,9786176143642,[2022],"Moser, Erwin",ukr,ger,Derevna myška Billi,"Billi, die Baummaus",Černivci,XA-UA
1599,9958891152103338,9782848054346,2022,"Seethaler, Robert",fre,ger,<<Le>> dernier mouvement,<<Der>> letzte Satz,Paris,XA-FR
1603,990043008900603338,9782841005208,2013,"Zweig, Stefan",fre,ger,Derniers messages,Zeit und Welt,Paris,XA-FR
1604,990027275360603338,9782916928111,2010,"Kofler, Werner",fre,ger,Derrière mon bureau,Am Schreibtisch,Nancy,XA-FR
1607,990048503840603338,9788420683515,2014,"Kafka, Franz",spa,ger,<<El>> desaparecido,<<Der>> Verschollene,Madrid,XA-ES
1611,9958558278903338,9782366243635,[2018],"Stifter, Adalbert",fre,ger,Descendances,Nachkommenschaften,Paris,XA-FR
1612,990047210700603338,9788564406681,2013,"Jelinek, Elfriede",por,ger,Desejo,Lust,São Paulo,XD-BR
1613,9958545566403338,9788416855001,2017,"Jelinek, Elfriede",cat,ger,<<Els>> desemparats,<<Die>> Schutzbefohlenen,Manresa (Bages),XA-ES
1614,9959066994903338,9788885549081,[2022],"Schrott, Raoul",ita,ger,<<Il>> deserto di Lop,<<Die>> Wüste Lop Nor,Pavia,XA-IT
1615,990047997210603338,9788415539162,2012,"Trojanow, Ilija",cat,ger,DesGlaç,EisTau,Barcelona,XA-ES
1616,990037408170603338,9788420649832,2010,"Handke, Peter",spa,ger,Desgracia impeorable,Wunschloses Unglück,Madrid,XA-ES
1617,9958507777203338,9788491810278,2018,"Handke, Peter",spa,ger,Desgracia impeorable,Wunschloses Unglück,Madrid,XA-ES
1618,990043679030603338,9788415539186,2012,"Trojanow, Ilija",spa,ger,DesHielo,EisTau,Barcelona,XA-ES
1619,9958870237403338,9788025351550,2021,"Brezina, Thomas",cze,ger,Děsivá helikoptéra,<<Der>> Albtraum,Praha,XA-CZ
1620,9958592573303338,9788025344026,2019,"Brezina, Thomas",cze,ger,Děsivá helikoptéra,<<Der>> Albtraum-Helikopter,Praha,XA-CZ
1621,9958562469503338,9788056609156,[2019],"Brezina, Thomas",slo,ger,Desivé pazúry,<<Die>> Krallenhand,Bratislava,XA-SK
1622,990050849520603338,9788416291380,octubre de 2016,"Hermann, Wolfgang",spa,ger,Despedida que no cesa,Abschied ohne Ende,Cáceres,XA-ES
1623,990050770540603338,9789602834374,Maios 2015,"Schnitzler, Arthur",gre,ger,<<Ē>> despoinis Elze,Fräulein Else,Athēna,XA-GR
1624,990044047110603338,9782228909792,2013,"Zweig, Stefan",fre,ger,Destruction d'un coeur,Untergang eines Herzens,Paris,XA-FR
1625,9958805475803338,9788087850060,2019,"Ransmayr, Christoph",cze,ger,Děsy mrazu a temnoty,<<Die>> Schrecken des Eises und der Finsternis,Brno,XA-CZ
1626,9958301544803338,9788671881678,2016,"Horváth, Ödön <<von>>",srp,ger,Dete našeg doba,<<Ein>> Kind unserer Zeit,Novi Sad,XA-RS
1627,9958798579503338,9786197362756,2020,"Bernhard, Thomas",bul,ger,Dete,<<Ein>> Kind,Sofija,XA-BG
1633,9958837255103338,9789600517972,2021,"Handke, Peter",gre,ger,<<Ē>> deuterē machaira,<<Das>> zweite Schwert,Athēna,XA-GR
1641,990048243080603338,9782330053093,2014,"Köhlmeier, Michael",fre,ger,Deux messieurs sur la plage,Zwei Herren am Strand,Arles,XA-FR
1642,9958986005403338,9782072917844,[2022],"Handke, Peter",fre,ger,<<La>> deuxième épée,<<Das>> zweite Schwert,[Paris],XA-FR
1644,9958575280103338,9789722536851,abril de 2019,"Kehlmann, Daniel",por,ger,Devias ter-te ido embora,Du hättest gehen sollen,Lisboa,XA-PT
1645,990045974140603338,9789616758390,2013,"Ausländer, Rose",slv,ger,Dež besed,Regenwörter,Ljubljana,XA-SI
1647,990050771630603338,9787542241832,2016 nian 11 yue,"Nöstlinger, Christine",chi,ger,Di di shi ge man fan gui,Gretchen hat Hänschen-Kummer,Lan zhou,XB-CN
1648,990048799980603338,9787115391025,2015,"Brezina, Thomas",chi,ger,Di liu zhang cang bao tu,Im Donner-Tempel,Bei jing,XB-CN
1649,990049796810603338,9787115423429,2016 nian 7 yue,"Brezina, Thomas",chi,ger,Di yu qi shi di jing gao,<<Der>> Reiter ohne Gesicht,Bei jing,XB-CN
1651,9958873241303338,9782889085514,[2021],"Nöstlinger, Christine",fre,ger,<<Le>> diable en échange,<<Das>> Austauschkind,Genève,XA-CH
1654,9958548669403338,9788056606285,2018,"Brezina, Thomas",slo,ger,Diabolský parník,<<Der>> Teufelsdampfer,Bratislava,XA-SK
1655,9959085509703338,9789189728783,[2022],fail,swe,ger,Dialog,Zwiegespräch,Stockholm,XA-DE
1656,9959023601103338,9788823532335,[2023],"Handke, Peter",ita,ger,Dialogo,Zwiegespräch,Milano,XA-IT
1659,990047367370603338,9787533278854,2014,"Nöstlinger, Christine",chi,ger,Dian shi li de Ka er,<<Der>> TV-Karl,Ji nan,XB-CN
1660,990050306680603338,9789563497724,noviembre de 2014,"Nöstlinger, Christine",spa,ger,Diario secreto de Susi,Susis geheimes Tagebuch,Santiago de Chile,XD-CL
1661,9958503476403338,9788467591538,septiembre de 2017,"Nöstlinger, Christine",spa,ger,Diario secreto de Susi,fail,Boadilla del Monte (Madrid),XA-ES
1665,9959021707103338,9788417978471,gener de 2020,"Handke, Peter",cat,ger,<<El>> dictat de la nit,<<Ein>> Jahr aus der Nacht gespochen,Barcelona,XA-ES
1672,9958544878103338,9789025451301,[2018],"Menasse, Eva",dut,ger,Dieren voor gevorderden,Tiere für Fortgeschrittene,Amsterdam,XA-NL
1678,990047064430603338,9789616758369,2013,"Ausländer, Rose",slv,ger,Diham zdaj,Mein Atem heißt jetzt,Ljubljana,XA-SI
1679,9958512653603338,9788679634931,2017,"Kuehs, Wilhelm",srp,ger,Dijanina lista,Dianas Liste,Beograd,XA-RS
1680,990050074880603338,9786180203059,Dekembrios 2015,"Kafka, Franz",gre,ger,<<Ē>> dikē,<<Der>> Prozess,Athēna,XA-GR
1681,990042307030603338,9789600410433,[2011],"Kafka, Franz",gre,ger,<<Ē>> dikē,"<<Der>> Prozess <griech., neugriech.>",Athēna,XA-GR
1687,9958803571503338,9786185370145,Noembrios 2018,"Bernhard, Thomas",gre,ger,Diorthōsē,Korrektur,[Athēna],XA-GR
1689,9958816470003338,9788740662832,[2020],"Angel, Frauke",dan,ger,Disco!,Disco!,[Aarhus],XA-DK
1690,9958900242803338,9783726902476,[2021],"Glauser, Friedrich",fre,ger,<<La>> disparue,<<Die>> Verschwundene,[Zürich],XA-CH
1691,990038594000603338,9781564785268,2010,"Jonke, Gert",eng,ger,<<The>> distant sound,<<Der>> ferne Klang,"Champaign, Ill.",fail
1696,990045838660603338,9788087545126,2012,"Winkler, Josef",cze,ger,Divoké Korutany,fail,Zlín,XA-CZ
1697,9958957209003338,9786058476790,2022,"Achleitner, Friedrich",tur,ger,diyalekt şiirleri montajlar incelemeler kareler,"Prosa, Konstellationen, Montagen, Dialektgedichte, Studien",Istanbul,XB-TR
1698,9958502470703338,9788469836231,febrero 2018,"Härtling, Peter",spa,ger,"Djadi, el niño refugiado","Djadi, Flüchtlingsjunge",Madrid,XA-ES
1700,990050755890603338,9788378397557,2014,"Orosz, Susanne",pol,ger,Dlaczego mleko jest białe?,Warum wächst Schokolade nicht auf Bäumen?,Warszawa,XA-PL
1701,9958821169403338,9786190208075,2021,"Leviant, Curt",bul,eng,Dnevnikăt na preljubodejkata,Diary of an Adulterous Woman,Sofija,XA-BG
1702,990049787990603338,9788087545430,2016,"Stavarič, Michael",cze,ger,"Dny ohňu, dny spálenišť, dny popela",Brenntage,Zlín,XA-CZ
1703,9959070808903338,9786192620400,2023,"Turrini, Peter",bul,ger,Do drugija petăk,Bis nächsten Freitag,Sofija,XA-BG
1704,9958800065403338,9788366102286,2020,"Musil, Robert",pol,ger,Do nieznajomej dziewczyny i inne teksty,fail,Kraków,XA-PL
1710,990037459940603338,9788072943944,2010,"Glattauer, Daniel",cze,ger,Dobrý proti severáku,Gut gegen Nordwind,Brno,XA-CZ
1713,990044608640603338,9788492728367,2012,"Schnitzler, Arthur",spa,ger,"Doctor Graesler, médico de balneario","Doktor Graesler, Badearzt",[Barcelona],XA-ES
1714,9958507777003338,9788491810261,2018,"Handke, Peter",spa,ger,<<La>> doctrina del Sainte-Victoire,<<Die>> Lehre der Sainte-Victoire,Madrid,XA-ES
1715,990049591930603338,9788202448417,2015,"Aichner, Bernhard",nor,ger,Dødens herskerinne,Totenfrau,[Oslo],XA-NO
1716,9958493280303338,9786052980163,Kasım  2016,"Kafka, Franz",tur,ger,Dönüşüm,<<Die>> Verwandlung,İstanbul,XB-TR
1717,9958548161703338,9786059328166,Ağustos 2016,"Kafka, Franz",tur,ger,Dönüşüm,<<Die>> Verwandlung,Kızılay/Ankara,XB-TR
1718,9958497168103338,9789754342994,Kasım 2014,"Kafka, Franz",tur,ger,Dönüşüm,<<Die>> Verwandlung,İstanbul,XB-TR
1719,9958504675903338,9789750719356,Ocak 2018,"Kafka, Franz",tur,ger,Dönüşüm,<<Die>> Verwandlung,İstanbul,XB-TR
1722,9959085495803338,9789600518368,2022,"Handke, Peter",gre,ger,Dokimio gia ton manitaromanē,Versuch über den Pilznarren,Athēna,XA-GR
1725,990046176640603338,9783570585375,2014,"Saintonge, François",ger,fre,Dolfi und Marilyn,Dolfi et Marilyn,München,XA-DE-BY
1726,9958495969103338,9785000412282,2017,"Nöstlinger, Christine",rus,ger,Doloj ogurečnogo korolja,Wir pfeifen auf den Gurkenkönig,Moskva,XA-RU
1727,9958554923803338,9788868393991,2019,"Wolff, Karl Felix",ger,lad,Dolomiten Sagen,fail,Bozen,XA-IT
1730,9958126366103338,9788056600634,[2017],"Brezina, Thomas",slo,ger,Dom pekelných salamandier,<<Das>> Haus der Höllensalamander,Bratislava,XA-SK
1731,990049603360603338,9788379997671,2016,"Aichner, Bernhard",pol,ger,Dom śmierci,Totenhaus,Katowice,XA-PL
1732,9958563480703338,9788076011434,2019,"Coudenhove-Kalergi, Barbara",cze,ger,Doma je všude,Zuhause ist überall,Praha,XA-CZ
1733,9958952307103338,9786082590196,2022,"Winkler, Josef",mac,ger,Domra,Domra,Skopje,XA-MK
1734,990043011330603338,9788087545027,2012,"Winkler, Josef",cze,ger,Domra,Domra,Zlín,XA-CZ
1735,990046966620603338,9789991880778,2012,"Kafka, Franz",ger,ger,Dómurin,<<Das>> Urteil,Keypmannahavn,XA-DK
1736,9958764143103338,9788671026253,2019,"Handke, Peter",srp,ger,Don Huan,Don Juan,Beograd,XA-RS
1737,9958859855503338,9789525850987,[2019],"Handke, Peter",fin,ger,Don Juan,Don Juan,[Helsinki],XA-FI
1738,9958592479703338,9789533581828,2019,"Handke, Peter",scr,ger,Don Juan,don juan,[Zaprešić],XA-HR
1739,990045434990603338,9782070456765,2014,"Handke, Peter",fre,ger,Don Juan,Don Juan,[Paris],XA-FR
1740,990043067380603338,9781849432542,2012,"Horváth, Ödön <<von>>",eng,ger,Don Juan comes back from the war,Don Juan kommt aus dem Krieg,London,fail
1741,990047993640603338,9788494062926,2012,"Sacher-Masoch, Leopold <<von>>",spa,ger,Don Juan de Kolomea,Don Juan von Kolomea,Barcelona,XA-ES
1742,990037875980603338,9788081012846,2010,"Menasse, Robert",slo,ger,Don Juan de la Mancha alebo Výchova k slasti,Don Juan de la Mancha oder die Erziehung der Lust,Bratislava,XA-SK
1744,990017978360603338,9780374142315,2010,"Handke, Peter",eng,ger,Don Juan,fail,"New York, NY",fail
1746,990049389420603338,9789532601183,"2010, studeni","Altenberg, Peter",hrv,ger,Don Juan,fail,Zagreb,XA-HR
